,en,es,ar,cs,de,id,ko,ja,lv,nl,it
80,"[0.45164036750793457, 0.17669866979122162, 0.11384927481412888, 0.09496654570102692, 0.09027165919542313, 0.07257351279258728]","[0.32950499653816223, 0.1944255828857422, 0.18062634766101837, 0.1540377140045166, 0.09187395125627518, 0.049531422555446625]","[0.36361438035964966, 0.1959383636713028, 0.17614863812923431, 0.14570987224578857, 0.1093272864818573, 0.009261436760425568]","[0.4902992248535156, 0.15284737944602966, 0.1218455582857132, 0.10985921323299408, 0.07554683834314346, 0.04960183799266815]","[0.5576870441436768, 0.12830190360546112, 0.11465895920991898, 0.09311570227146149, 0.06604648381471634, 0.04018993675708771]","[0.44982776045799255, 0.16135035455226898, 0.1383633315563202, 0.10159861296415329, 0.08720134943723679, 0.0616585910320282]","[0.5063173770904541, 0.13418659567832947, 0.12148058414459229, 0.11398547142744064, 0.0919906497001648, 0.03203935921192169]","[0.4049672782421112, 0.20530690252780914, 0.15369006991386414, 0.1257016360759735, 0.09132029116153717, 0.019013814628124237]","[0.45461443066596985, 0.16977562010288239, 0.1266191452741623, 0.12428585439920425, 0.07055755704641342, 0.05414744094014168]","[0.34863001108169556, 0.2584608793258667, 0.16927112638950348, 0.12242686748504639, 0.09079347550868988, 0.01041761226952076]","[0.42354869842529297, 0.1790032982826233, 0.13615554571151733, 0.13162121176719666, 0.08833175897598267, 0.041339464485645294]"
81,"[0.43036219477653503, 0.15522542595863342, 0.14185559749603271, 0.12107579410076141, 0.07880663126707077, 0.07267426699399948]","[0.3115766942501068, 0.20148968696594238, 0.17795482277870178, 0.17233207821846008, 0.08840609341859818, 0.04824066534638405]","[0.266458660364151, 0.20376409590244293, 0.18982581794261932, 0.16097943484783173, 0.11661884188652039, 0.06235314533114433]","[0.33842983841896057, 0.19570814073085785, 0.17694690823554993, 0.1471349149942398, 0.08237911015748978, 0.05940106883645058]","[0.288746178150177, 0.2256549447774887, 0.19941021502017975, 0.14525578916072845, 0.08911281824111938, 0.051820069551467896]","[0.35814735293388367, 0.19688311219215393, 0.19333410263061523, 0.10760612785816193, 0.08988102525472641, 0.05414828285574913]","[0.27872586250305176, 0.1892527937889099, 0.18916311860084534, 0.18752214312553406, 0.09060751646757126, 0.06472864747047424]","[0.24670109152793884, 0.2147095650434494, 0.19578316807746887, 0.1742597371339798, 0.10479217022657394, 0.06375429779291153]","[0.28307047486305237, 0.21106725931167603, 0.19860011339187622, 0.1729452908039093, 0.08950831741094589, 0.04480854421854019]","[0.36108312010765076, 0.1843050718307495, 0.17361727356910706, 0.16026940941810608, 0.07411909848451614, 0.046606019139289856]","[0.345078706741333, 0.1818135380744934, 0.16684465110301971, 0.1627430021762848, 0.09594633430242538, 0.0475737638771534]"
82,"[0.7526233196258545, 0.15361987054347992, 0.055493663996458054, 0.016756940633058548, 0.01050698570907116, 0.005679613910615444, 0.00531960092484951]","[0.4400668740272522, 0.34685996174812317, 0.09275165945291519, 0.04468065872788429, 0.026927068829536438, 0.026132255792617798, 0.0225815549492836]","[0.4228210151195526, 0.39600610733032227, 0.06988389790058136, 0.04374123364686966, 0.03205299377441406, 0.018620595335960388, 0.01687418855726719]","[0.449879914522171, 0.32739949226379395, 0.09329888224601746, 0.053599681705236435, 0.03316344693303108, 0.022611364722251892, 0.02004723623394966]","[0.5174660086631775, 0.24414730072021484, 0.09878187626600266, 0.05557429417967796, 0.040527358651161194, 0.02310584858059883, 0.020397275686264038]","[0.4710066318511963, 0.274301141500473, 0.1009228453040123, 0.04951087385416031, 0.038136351853609085, 0.03476356714963913, 0.031358588486909866]","[0.5433183908462524, 0.1996072679758072, 0.08438662439584732, 0.052070170640945435, 0.04648921638727188, 0.037708088755607605, 0.03642023727297783]","[0.4833778440952301, 0.32234686613082886, 0.07941886782646179, 0.04708550125360489, 0.03128453716635704, 0.02182844467461109, 0.014657985419034958]","[0.5136061310768127, 0.29569652676582336, 0.06615737825632095, 0.04791878163814545, 0.03253336623311043, 0.03099769912660122, 0.013090113177895546]","[0.4188475012779236, 0.3710797429084778, 0.08695079386234283, 0.045247308909893036, 0.02977258339524269, 0.02477513812482357, 0.02332690916955471]","[0.43369415402412415, 0.36171451210975647, 0.08786420524120331, 0.04250362887978554, 0.027842333540320396, 0.023335332050919533, 0.0230458565056324]"
83,"[0.37760570645332336, 0.29757028818130493, 0.16833625733852386, 0.0710277333855629, 0.050206173211336136, 0.03525381535291672]","[0.46914079785346985, 0.15586400032043457, 0.13889707624912262, 0.11698905378580093, 0.06800458580255508, 0.05110449343919754]","[0.46984532475471497, 0.16395419836044312, 0.11632682383060455, 0.10864702612161636, 0.08007302135229111, 0.061153657734394073]","[0.42181268334388733, 0.14694689214229584, 0.13562476634979248, 0.11754337698221207, 0.10870219022035599, 0.06937011331319809]","[0.45789897441864014, 0.17511269450187683, 0.13099785149097443, 0.09971190989017487, 0.07666884362697601, 0.0596097856760025]","[0.4553432762622833, 0.18367134034633636, 0.1355399340391159, 0.09598597884178162, 0.08093373477458954, 0.04852572828531265]","[0.32176071405410767, 0.19637088477611542, 0.1769460290670395, 0.14169634878635406, 0.10719390958547592, 0.056032128632068634]","[0.510242760181427, 0.16365283727645874, 0.1287153661251068, 0.10561063140630722, 0.06220536306500435, 0.0295729860663414]","[0.4266773462295532, 0.14330743253231049, 0.13940739631652832, 0.13549339771270752, 0.09221386164426804, 0.0629005879163742]","[0.43177202343940735, 0.16531233489513397, 0.13570629060268402, 0.11252634227275848, 0.07956895977258682, 0.07511406391859055]","[0.44365614652633667, 0.15188544988632202, 0.14097057282924652, 0.11354970186948776, 0.07752195000648499, 0.07241617888212204]"
84,"[0.42976927757263184, 0.1638941913843155, 0.16339385509490967, 0.11882849037647247, 0.07389742136001587, 0.0289407167583704, 0.021276043727993965]","[0.3406188488006592, 0.24215860664844513, 0.18753960728645325, 0.09051515907049179, 0.05507447570562363, 0.045546405017375946, 0.03854687139391899]","[0.5279260277748108, 0.16495124995708466, 0.12110957503318787, 0.07315180450677872, 0.04302370175719261, 0.03840606287121773, 0.03143157809972763]","[0.4660244286060333, 0.15378572046756744, 0.14493446052074432, 0.07618828117847443, 0.05649976432323456, 0.055983785539865494, 0.04658353328704834]","[0.5507489442825317, 0.15996816754341125, 0.1132141575217247, 0.06741025298833847, 0.054572943598032, 0.02723059430718422, 0.026854917407035828]","[0.5135710835456848, 0.1639402061700821, 0.1357552409172058, 0.06928529590368271, 0.05163903906941414, 0.03291084244847298, 0.03289826214313507]","[0.4653005599975586, 0.209426611661911, 0.12130510807037354, 0.07399556785821915, 0.06128331646323204, 0.040250036865472794, 0.028438707813620567]","[0.2979833483695984, 0.25191521644592285, 0.13231699168682098, 0.10305052995681763, 0.08296879380941391, 0.0737178698182106, 0.05804718658328056]","[0.49962782859802246, 0.1563757061958313, 0.1430956870317459, 0.07829399406909943, 0.05171813815832138, 0.03682421147823334, 0.03406452760100365]","[0.3688250482082367, 0.22822095453739166, 0.1845596879720688, 0.07370361685752869, 0.059718891978263855, 0.04513031989336014, 0.0398414209485054]","[0.3916948437690735, 0.2105030119419098, 0.17967025935649872, 0.07694084942340851, 0.05238225311040878, 0.047032322734594345, 0.04177647829055786]"
85,"[0.6478644609451294, 0.15940320491790771, 0.07841421663761139, 0.06866152584552765, 0.023511480540037155, 0.02214505709707737]","[0.4392336905002594, 0.2487219274044037, 0.14255817234516144, 0.06332294642925262, 0.05977723374962807, 0.04638601467013359]","[0.3385479748249054, 0.21640244126319885, 0.12982319295406342, 0.10862890630960464, 0.10444886982440948, 0.10214857757091522]","[0.38613346219062805, 0.38230952620506287, 0.08122020214796066, 0.07890870422124863, 0.05735328793525696, 0.014074785634875298]","[0.5097930431365967, 0.18288461863994598, 0.14006026089191437, 0.06622353941202164, 0.05419149622321129, 0.04684702306985855]","[0.34264060854911804, 0.20263338088989258, 0.1390954554080963, 0.12674053013324738, 0.09871955960988998, 0.09017039090394974]","[0.389111191034317, 0.1500982940196991, 0.14963936805725098, 0.12791535258293152, 0.10651788115501404, 0.07671792060136795]","[0.4187556207180023, 0.2977631688117981, 0.11972232908010483, 0.07645688205957413, 0.06702607870101929, 0.02027592994272709]","[0.355122447013855, 0.3033152222633362, 0.11935292184352875, 0.11227589100599289, 0.05738276615738869, 0.05255073308944702]","[0.4639912247657776, 0.20482240617275238, 0.09435367584228516, 0.08765556663274765, 0.08697251230478287, 0.06220454350113869]","[0.3022840917110443, 0.28233322501182556, 0.11840742081403732, 0.10157424956560135, 0.09855416417121887, 0.09684688597917557]"
86,"[0.4544354975223541, 0.17778003215789795, 0.1289399266242981, 0.12451259791851044, 0.06781754642724991, 0.046514447778463364]","[0.4064163565635681, 0.3166671395301819, 0.12486150860786438, 0.06815379858016968, 0.0449761301279068, 0.03892500698566437]","[0.3568309545516968, 0.35311025381088257, 0.12899918854236603, 0.055680736899375916, 0.054754529148340225, 0.05062435567378998]","[0.4732489585876465, 0.2537345588207245, 0.11643045395612717, 0.05718762427568436, 0.05713686719536781, 0.042261552065610886]","[0.38114696741104126, 0.3389694094657898, 0.11881006509065628, 0.06764520704746246, 0.0547492653131485, 0.03867906332015991]","[0.40111786127090454, 0.36576956510543823, 0.09456073492765427, 0.06445278227329254, 0.0418151430785656, 0.03228386864066124]","[0.3613310158252716, 0.2370627224445343, 0.19938957691192627, 0.07563500851392746, 0.07306291162967682, 0.05351869761943817]","[0.377690851688385, 0.18999004364013672, 0.1487005650997162, 0.13401103019714355, 0.09511509537696838, 0.05449232459068298]","[0.3873033821582794, 0.365027517080307, 0.11680139601230621, 0.049461256712675095, 0.046258337795734406, 0.03514798730611801]","[0.34528273344039917, 0.311914324760437, 0.15364012122154236, 0.08262912929058075, 0.06347914785146713, 0.04305453971028328]","[0.3679770827293396, 0.2428988218307495, 0.19154885411262512, 0.08111532032489777, 0.06797686219215393, 0.04848303273320198]"
87,"[0.750042200088501, 0.09478143602609634, 0.08050365746021271, 0.03944309055805206, 0.01910374127328396, 0.016125885769724846]","[0.36205917596817017, 0.20647519826889038, 0.19470758736133575, 0.11738187819719315, 0.09941636770963669, 0.019959798082709312]","[0.4030948281288147, 0.20208334922790527, 0.18143558502197266, 0.10554661601781845, 0.08700046688318253, 0.020839150995016098]","[0.38240310549736023, 0.21046265959739685, 0.19883474707603455, 0.09173929691314697, 0.0791734829545021, 0.03738667443394661]","[0.3225376605987549, 0.22371424734592438, 0.21283762156963348, 0.11886938661336899, 0.10296297818422318, 0.019078122451901436]","[0.4191208779811859, 0.19829140603542328, 0.18903765082359314, 0.09605146944522858, 0.08522268384695053, 0.01227585319429636]","[0.3276125192642212, 0.23378781974315643, 0.2009839564561844, 0.11529359966516495, 0.11001170426607132, 0.012310349382460117]","[0.26101699471473694, 0.21038614213466644, 0.1686599850654602, 0.16265475749969482, 0.14808344841003418, 0.049198705703020096]","[0.39858490228652954, 0.1776011735200882, 0.16377949714660645, 0.11225032806396484, 0.08314399421215057, 0.06464006751775742]","[0.3425830602645874, 0.20200030505657196, 0.2012006789445877, 0.12460695952177048, 0.10778754204511642, 0.021821461617946625]","[0.32034918665885925, 0.23045097291469574, 0.19228163361549377, 0.12606880068778992, 0.09570533037185669, 0.03514408320188522]"
88,"[0.4792499244213104, 0.2259037345647812, 0.11261063814163208, 0.07695192098617554, 0.07477379590272903, 0.03051009215414524]","[0.5578448176383972, 0.22235247492790222, 0.15893572568893433, 0.03031727857887745, 0.015658743679523468, 0.014891006052494049]","[0.5488082766532898, 0.157021626830101, 0.1306726634502411, 0.08819471299648285, 0.06325187534093857, 0.012050770223140717]","[0.41010209918022156, 0.28278660774230957, 0.11730421334505081, 0.0944569781422615, 0.07587233930826187, 0.01947776786983013]","[0.5911811590194702, 0.14956313371658325, 0.13276590406894684, 0.08776311576366425, 0.026998715475201607, 0.01172786857932806]","[0.5980107188224792, 0.20599105954170227, 0.14030727744102478, 0.02326817810535431, 0.0176253579556942, 0.014797546900808811]","[0.5916861295700073, 0.21626317501068115, 0.13277935981750488, 0.03428123518824577, 0.013218432664871216, 0.011771549470722675]","[0.679131031036377, 0.15169264376163483, 0.10392586886882782, 0.029184848070144653, 0.023354090750217438, 0.012711575254797935]","[0.5037235021591187, 0.19554878771305084, 0.12283982336521149, 0.08132429420948029, 0.0692107081413269, 0.027352893725037575]","[0.6706393957138062, 0.10821795463562012, 0.1011379137635231, 0.0675799697637558, 0.04529093578457832, 0.007133929990231991]","[0.5313546657562256, 0.26705172657966614, 0.1476386934518814, 0.031299035996198654, 0.013099844567477703, 0.009556113742291927]"
89,"[0.6411948204040527, 0.24981476366519928, 0.06326205283403397, 0.024668274447321892, 0.021060088649392128]","[0.6934697031974792, 0.20474112033843994, 0.04610598087310791, 0.02982335537672043, 0.025859855115413666]","[0.7896072864532471, 0.07889964431524277, 0.06008106842637062, 0.03789518401026726, 0.03351680934429169]","[0.5151165723800659, 0.2898913025856018, 0.08516905456781387, 0.06161743402481079, 0.048205628991127014]","[0.5627291202545166, 0.2003757208585739, 0.14094670116901398, 0.0500907301902771, 0.04585773125290871]","[0.8007911443710327, 0.06687449663877487, 0.05814863741397858, 0.04210134595632553, 0.03208443894982338]","[0.7830949425697327, 0.10608716309070587, 0.05927020683884621, 0.029149191454052925, 0.02239845134317875]","[0.8117314577102661, 0.08399032801389694, 0.04451878368854523, 0.0357094407081604, 0.02405000478029251]","[0.7407206296920776, 0.1453021764755249, 0.04922402277588844, 0.039438825100660324, 0.025314345955848694]","[0.820206344127655, 0.06691695749759674, 0.05105592682957649, 0.03456567972898483, 0.02725508064031601]","[0.6651908755302429, 0.21892425417900085, 0.050778139382600784, 0.03677719831466675, 0.02832959219813347]"
90,"[0.6138442158699036, 0.10392927378416061, 0.09620919823646545, 0.06515870988368988, 0.041306789964437485, 0.04031829908490181, 0.03923347592353821]","[0.5141562819480896, 0.11621899157762527, 0.10089945793151855, 0.08110778033733368, 0.07634914666414261, 0.07159136235713959, 0.039676979184150696]","[0.3880462944507599, 0.13594244420528412, 0.12690360844135284, 0.11416920274496078, 0.10586340725421906, 0.08526010066270828, 0.043814994394779205]","[0.44249165058135986, 0.15150685608386993, 0.13983513414859772, 0.0968901589512825, 0.08725758641958237, 0.04265190288424492, 0.0393666997551918]","[0.4726135730743408, 0.20155231654644012, 0.1121758446097374, 0.07093054801225662, 0.06844248622655869, 0.041740693151950836, 0.03254447132349014]","[0.30567416548728943, 0.21511684358119965, 0.1737128645181656, 0.10661636292934418, 0.0867757499217987, 0.07552117854356766, 0.03658278286457062]","[0.5023419260978699, 0.1510523557662964, 0.1228237897157669, 0.07965633273124695, 0.06907250732183456, 0.05216328054666519, 0.022889796644449234]","[0.3881475627422333, 0.18163400888442993, 0.14355668425559998, 0.11306040734052658, 0.10677040368318558, 0.03391611576080322, 0.032914821058511734]","[0.34455880522727966, 0.3204255998134613, 0.12958569824695587, 0.06743480265140533, 0.06244621425867081, 0.04635636880993843, 0.029192546382546425]","[0.3851262331008911, 0.32137924432754517, 0.09423074871301651, 0.06326752156019211, 0.05827626213431358, 0.04628141224384308, 0.03143858537077904]","[0.2947576642036438, 0.2066907435655594, 0.13429255783557892, 0.13395538926124573, 0.11927256733179092, 0.10714203864336014, 0.003889113198965788]"
91,"[0.6715779900550842, 0.13800013065338135, 0.08034084737300873, 0.045450884848833084, 0.04262668266892433, 0.02200346253812313]","[0.35554635524749756, 0.2176389843225479, 0.19370193779468536, 0.09650066494941711, 0.0911603718996048, 0.045451678335666656]","[0.4009941816329956, 0.15578623116016388, 0.15378518402576447, 0.12590292096138, 0.10861804336309433, 0.05491344630718231]","[0.5062970519065857, 0.25628146529197693, 0.10640807449817657, 0.07920603454113007, 0.026594635099172592, 0.025212693959474564]","[0.33207884430885315, 0.293982595205307, 0.24242059886455536, 0.09797956794500351, 0.022246751934289932, 0.011291654780507088]","[0.4391729235649109, 0.1781584769487381, 0.17504830658435822, 0.09718990325927734, 0.07720072567462921, 0.03322969004511833]","[0.42977720499038696, 0.17943120002746582, 0.15180394053459167, 0.11170031130313873, 0.08906808495521545, 0.03821928799152374]","[0.3200446665287018, 0.2773890197277069, 0.2534537613391876, 0.06321604549884796, 0.05728909745812416, 0.028607381507754326]","[0.5946069955825806, 0.2066560834646225, 0.07310983538627625, 0.07125895470380783, 0.027339741587638855, 0.027028361335396767]","[0.45954403281211853, 0.161338210105896, 0.15223988890647888, 0.10769438743591309, 0.0810793861746788, 0.03810398653149605]","[0.38433778285980225, 0.24216635525226593, 0.13578422367572784, 0.11002812534570694, 0.08237960189580917, 0.0453038327395916]"
92,"[0.4434260427951813, 0.1775241643190384, 0.17233508825302124, 0.15081748366355896, 0.03579452633857727, 0.02010282129049301]","[0.4809497594833374, 0.27310681343078613, 0.11288241297006607, 0.05679939687252045, 0.04808242991566658, 0.02817915938794613]","[0.40464162826538086, 0.3314341902732849, 0.1264961063861847, 0.06888226419687271, 0.04404699057340622, 0.024498803541064262]","[0.302128404378891, 0.27959129214286804, 0.2691348195075989, 0.0694049522280693, 0.06422410905361176, 0.015516496263444424]","[0.36036208271980286, 0.22705958783626556, 0.147903174161911, 0.1287093609571457, 0.12070572376251221, 0.015260153450071812]","[0.4261407256126404, 0.2933901846408844, 0.13659976422786713, 0.07675439119338989, 0.0423797182738781, 0.02473524585366249]","[0.35059475898742676, 0.33034101128578186, 0.11058908700942993, 0.10476736724376678, 0.08663365989923477, 0.017074087634682655]","[0.4949166178703308, 0.2805250883102417, 0.13175523281097412, 0.036753781139850616, 0.03474519029259682, 0.021304061636328697]","[0.4135186970233917, 0.22312384843826294, 0.1838299036026001, 0.12747997045516968, 0.03798214718699455, 0.014065448194742203]","[0.3139224946498871, 0.31384167075157166, 0.1369265466928482, 0.12099073082208633, 0.09460224956274033, 0.019716322422027588]","[0.5098217725753784, 0.2308320552110672, 0.15955999493598938, 0.038546670228242874, 0.03722240775823593, 0.024017056450247765]"
93,"[0.494022399187088, 0.24768170714378357, 0.10258892923593521, 0.05743066966533661, 0.05693783983588219, 0.04133843258023262]","[0.3258606493473053, 0.2881307303905487, 0.16494785249233246, 0.13826113939285278, 0.06137121096253395, 0.021428368985652924]","[0.32416510581970215, 0.2412908524274826, 0.2245008498430252, 0.13077297806739807, 0.05552288517355919, 0.023747306317090988]","[0.44129911065101624, 0.18639931082725525, 0.1645205020904541, 0.12899774312973022, 0.05297637730836868, 0.025806980207562447]","[0.34510117769241333, 0.2947269678115845, 0.13749122619628906, 0.13049203157424927, 0.062073715031147, 0.03011489100754261]","[0.30782467126846313, 0.21569207310676575, 0.20355011522769928, 0.15765823423862457, 0.08046721667051315, 0.0348077155649662]","[0.2918161451816559, 0.22098471224308014, 0.22053755819797516, 0.1846107840538025, 0.0648418739438057, 0.01720893569290638]","[0.3351028859615326, 0.1820489913225174, 0.17597320675849915, 0.16169676184654236, 0.08744199573993683, 0.05773613229393959]","[0.5179209113121033, 0.19229070842266083, 0.09646879136562347, 0.07841616123914719, 0.07709690928459167, 0.03780655562877655]","[0.31173908710479736, 0.1915578693151474, 0.1883714348077774, 0.15741470456123352, 0.0934106633067131, 0.05750628560781479]","[0.2962687611579895, 0.2896025478839874, 0.19381183385849, 0.15000973641872406, 0.048189226537942886, 0.022117936983704567]"
94,"[0.6591356992721558, 0.1527896523475647, 0.07678453624248505, 0.04541526362299919, 0.0410459004342556, 0.024828948080539703]","[0.3421720564365387, 0.3069203197956085, 0.09942535310983658, 0.09776262938976288, 0.0873354971408844, 0.06638409197330475]","[0.4304032325744629, 0.20053593814373016, 0.13210056722164154, 0.09456616640090942, 0.07488864660263062, 0.0675053820014]","[0.3718055188655853, 0.3325553238391876, 0.08965624123811722, 0.08025137335062027, 0.06767098605632782, 0.058060575276613235]","[0.386714369058609, 0.26829078793525696, 0.10001392662525177, 0.09468730539083481, 0.08872801065444946, 0.061565570533275604]","[0.31148579716682434, 0.2995041012763977, 0.11043061316013336, 0.11023490875959396, 0.0893283411860466, 0.07901624590158463]","[0.34628599882125854, 0.27983519434928894, 0.13589780032634735, 0.10421524196863174, 0.07598192989826202, 0.057783838361501694]","[0.40559104084968567, 0.2567354440689087, 0.12336182594299316, 0.07350390404462814, 0.073285311460495, 0.0675225481390953]","[0.5204075574874878, 0.23912495374679565, 0.07814563065767288, 0.06325832009315491, 0.053150102496147156, 0.04591343551874161]","[0.38830235600471497, 0.30027952790260315, 0.09264713525772095, 0.08436575531959534, 0.07710734754800797, 0.057297926396131516]","[0.3693954348564148, 0.22958385944366455, 0.12733280658721924, 0.10145159810781479, 0.08862505853176117, 0.08361120522022247]"
